date,btc_adj_close,btc_volume,eth_adj_close,eth_volume,sp500_adj_close,sp500_volume,vti_adj_close,vti_volume,agg_adj_close,agg_volume,tlt_adj_close,tlt_volume
2018-05-30,7406.52001953125,4922540032.0,559.5900268554688,2053970048.0,2724.010009765625,3566490000,124.41532135009766,1587000,84.82659149169922,3158200,97.04895782470703,11616300
2018-05-31,7494.169921875,5127130112.0,577.64501953125,1985040000.0,2705.27001953125,4241100000,123.5594711303711,1700900,84.75495910644531,5157400,96.88909149169922,10769900
2018-06-01,7541.4501953125,4921460224.0,580.0430297851562,1945890048.0,2734.6201171875,3694310000,124.84764099121094,1857800,84.65043640136719,6206800,96.37712860107422,8718800
2018-06-04,7514.47021484375,4993169920.0,592.9849853515625,1903430016.0,2746.8701171875,3410090000,125.42993927001953,1592000,84.45091247558594,4288100,95.68014526367188,7156500
2018-06-05,7633.759765625,4961739776.0,609.302978515625,1844269952.0,2748.800048828125,3523550000,125.61527252197266,2952100,84.51475524902344,1848300,95.90447998046875,5635900
2018-06-06,7653.97998046875,4692259840.0,607.1240234375,1756530048.0,2772.35009765625,3662780000,126.72698211669922,3011000,84.32321166992188,2705800,95.12737274169922,7813300
2018-06-07,7678.240234375,4485799936.0,605.18701171875,1880140032.0,2770.3701171875,3742080000,126.54174041748047,1663400,84.50676727294922,2724800,96.04869842529297,13238300
2018-06-08,7624.919921875,4227579904.0,601.0770263671875,1637779968.0,2779.030029296875,3138850000,126.97403717041016,1084200,84.38705444335938,3416800,95.76028442382812,6790600
2018-06-11,6906.919921875,4745269760.0,533.2839965820312,1982119936.0,2782.0,3262130000,127.1593246459961,1664500,84.29931640625,4330800,95.58401489257812,6844200
2018-06-12,6582.35986328125,4654380032.0,496.8429870605469,1932760064.0,2786.85009765625,3435700000,127.42400360107422,1582300,84.32321166992188,3546500,95.60807800292969,6048200
2018-06-13,6349.89990234375,5052349952.0,477.4939880371094,2080130048.0,2775.6298828125,3820770000,126.94757080078125,1402000,84.24341583251953,3627200,95.55998992919922,8834700
2018-06-14,6675.35009765625,5138710016.0,519.7420043945312,2458650112.0,2782.489990234375,3540930000,127.30931091308594,1809800,84.45887756347656,4689600,96.35309600830078,10078800
