date,open,high,low,close,adj_close,volume
2014-01-02,95.76000213623047,95.76000213623047,94.81999969482422,95.08000183105469,77.40084075927734,3728200
2014-01-03,95.29000091552734,95.44000244140625,94.94999694824219,95.05999755859375,77.38453674316406,3206300
2014-01-06,95.5,95.55999755859375,94.66999816894531,94.80999755859375,77.18101501464844,3169400
2014-01-07,95.19000244140625,95.58999633789062,95.0999984741211,95.41999816894531,77.67759704589844,2617200
2014-01-08,95.44000244140625,95.62000274658203,95.08999633789062,95.48999786376953,77.73457336425781,3783100
2014-01-09,95.83000183105469,95.83000183105469,95.0999984741211,95.56999969482422,77.79969787597656,3440500
2014-01-10,95.77999877929688,95.87000274658203,95.30000305175781,95.83999633789062,78.01946258544922,2903700
2014-01-13,95.75,95.87999725341797,94.38999938964844,94.62999725341797,77.03448486328125,4322200
2014-01-14,94.93000030517578,95.7300033569336,94.7300033569336,95.66999816894531,77.88111114501953,2660500
2014-01-15,95.94000244140625,96.29000091552734,95.83999633789062,96.1500015258789,78.27183532714844,2525100
2014-01-16,96.05000305175781,96.12000274658203,95.79000091552734,96.08000183105469,78.21488189697266,3058200
2014-01-17,96.0,96.12999725341797,95.55000305175781,95.70999908447266,77.9136962890625,2716300
2014-01-21,96.36000061035156,96.36000061035156,95.44000244140625,96.02999877929688,78.17415618896484,5557200
2014-01-22,96.2699966430664,96.30000305175781,95.91000366210938,96.20999908447266,78.32071685791016,1860300
2014-01-23,95.7699966430664,95.8499984741211,94.91000366210938,95.37999725341797,77.64503479003906,3223500
2014-01-24,94.7699966430664,94.88999938964844,93.29000091552734,93.31999969482422,75.96807098388672,7275200
2014-01-27,93.31999969482422,93.5999984741211,92.20999908447266,92.72000122070312,75.47962188720703,6664700
2014-01-28,92.88999938964844,93.47000122070312,92.80000305175781,93.37000274658203,76.00877380371094,10136000
2014-01-29,92.66999816894531,93.08000183105469,92.18000030517578,92.41000366210938,75.22728729248047,4720200
2014-01-30,93.2300033569336,93.77999877929688,92.95999908447266,93.48999786376953,76.10646057128906,2540800
2014-01-31,92.44000244140625,93.55000305175781,92.27999877929688,92.87999725341797,75.60987091064453,4099600
2014-02-03,92.83999633789062,93.05000305175781,90.54000091552734,90.69999694824219,73.83523559570312,6568100
2014-02-04,91.19999694824219,91.62999725341797,90.77999877929688,91.38999938964844,74.39694213867188,3427200
2014-02-05,91.0199966430664,91.44000244140625,90.38999938964844,91.25,74.28295135498047,3407300
2014-02-06,91.48999786376953,92.37000274658203,91.3499984741211,92.36000061035156,75.18656921386719,3237300
2014-02-07,92.94000244140625,93.61000061035156,92.52999877929688,93.55000305175781,76.15531158447266,3538500
2014-02-10,93.62000274658203,93.73999786376953,93.26000213623047,93.66000366210938,76.2448501586914,3419800
2014-02-11,93.98999786376953,94.94999694824219,93.81999969482422,94.7300033569336,77.11588287353516,4287900
2014-02-12,94.91000366210938,95.20999908447266,94.62999725341797,94.86000061035156,77.22171783447266,3128700
2014-02-13,94.1500015258789,95.5199966430664,94.1500015258789,95.44000244140625,77.69387817382812,2726400
2014-02-14,95.4000015258789,96.05000305175781,95.22000122070312,95.9000015258789,78.06835174560547,2244000
2014-02-18,96.05999755859375,96.2699966430664,95.7699966430664,96.18000030517578,78.29629516601562,3006400
2014-02-19,95.97000122070312,96.5,95.44000244140625,95.54000091552734,77.77529907226562,2320600
